1183,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_CALL_CENTER_SK <= 3 AND TPCDS.DATE_DIM2.D_FIRST_DOM >= 2449566"
1186,"SELECT TPCDS.CATALOG_SALES.CS_QUANTITY , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_WEEK_SEQ <= 8320 AND TPCDS.DATE_DIM2.D_LAST_DOM <= 2481252"
1334,"SELECT TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_BILL_HDEMO_SK >= 1 AND TPCDS.DATE_DIM2.D_FY_YEAR >= 1932"
1560,"SELECT TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_WHOLESALE_COST >= +00005.98 AND TPCDS.CATALOG_SALES.CS_CALL_CENTER_SK <= 5"
1609,"SELECT TPCDS.CATALOG_SALES.CS_BILL_CDEMO_SK , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP_TAX >= +00255.17 AND TPCDS.DATE_DIM2.D_SAME_DAY_LY >= 2414876"
1636,"SELECT TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY >= 2 AND TPCDS.CATALOG_SALES.CS_BILL_CUSTOMER_SK >= 12530"
1715,"SELECT TPCDS.CATALOG_SALES.CS_ITEM_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SHIP_MODE_SK >= 1 AND TPCDS.CATALOG_SALES.CS_NET_PAID_INC_TAX <= +08952.73"
1784,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ <= 620 AND TPCDS.DATE_DIM2.D_MONTH_SEQ <= 1866"
1854,"SELECT TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP_TAX >= +00574.93 AND TPCDS.CATALOG_SALES.CS_NET_PAID_INC_TAX >= +00066.42"
1987,"SELECT TPCDS.CATALOG_SALES.CS_SOLD_DATE_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY <= 4 AND TPCDS.CATALOG_SALES.CS_SHIP_ADDR_SK >= 2712"
2032,"SELECT TPCDS.CATALOG_SALES.CS_EXT_LIST_PRICE , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_BILL_HDEMO_SK >= 784 AND TPCDS.DATE_DIM2.D_MONTH_SEQ >= 1155"
2046,"SELECT TPCDS.CATALOG_SALES.CS_EXT_LIST_PRICE , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_ORDER_NUMBER >= 9529 AND TPCDS.CATALOG_SALES.CS_PROMO_SK >= 1"
2074,"SELECT TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SALES_PRICE >= +00000.00 AND TPCDS.CATALOG_SALES.CS_BILL_HDEMO_SK >= 1590"
2360,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_CUSTOMER_SK , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PAID >= +00033.64 AND TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK <= 72532"
2935,"SELECT TPCDS.CATALOG_SALES.CS_SALES_PRICE , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_MONTH_SEQ <= 1658 AND TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK >= 36879"
3044,"SELECT TPCDS.CATALOG_SALES.CS_EXT_TAX , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_BILL_CUSTOMER_SK >= 2357 AND TPCDS.CATALOG_SALES.CS_CALL_CENTER_SK >= 1"
3138,"SELECT TPCDS.DATE_DIM2.D_DATE_SK , TPCDS.CATALOG_SALES.CS_SOLD_DATE_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT >= +00000.00 AND TPCDS.DATE_DIM2.D_FY_WEEK_SEQ >= 5025"
3272,"SELECT TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR <= 2099 AND TPCDS.CATALOG_SALES.CS_BILL_ADDR_SK <= 36944"
3321,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_HDEMO_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FIRST_DOM <= 2488039 AND TPCDS.DATE_DIM2.D_DOW >= 2"
3350,"SELECT TPCDS.CATALOG_SALES.CS_CALL_CENTER_SK , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_PROMO_SK >= 21 AND TPCDS.DATE_DIM2.D_FY_YEAR >= 1973"
3353,"SELECT TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR <= 2059 AND TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK >= 17580"
3364,"SELECT TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_MONTH_SEQ >= 882 AND TPCDS.DATE_DIM2.D_QOY <= 4"
3373,"SELECT TPCDS.DATE_DIM2.D_QUARTER_SEQ , TPCDS.CATALOG_SALES.CS_EXT_WHOLESALE_COST FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP_TAX >= +00051.17 AND TPCDS.CATALOG_SALES.CS_COUPON_AMT <= +00002.97"
3406,"SELECT TPCDS.CATALOG_SALES.CS_BILL_HDEMO_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_DATE_SK >= 2422710 AND TPCDS.DATE_DIM2.D_FY_WEEK_SEQ >= 635"
3447,"SELECT TPCDS.CATALOG_SALES.CS_EXT_WHOLESALE_COST , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_SAME_DAY_LQ <= 2473171 AND TPCDS.CATALOG_SALES.CS_LIST_PRICE >= +00005.52"
3502,"SELECT TPCDS.CATALOG_SALES.CS_EXT_SHIP_COST , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_COUPON_AMT <= +00276.61 AND TPCDS.DATE_DIM2.D_FY_YEAR >= 1973"
3575,"SELECT TPCDS.CATALOG_SALES.CS_NET_PAID , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK >= 32890 AND TPCDS.CATALOG_SALES.CS_NET_PAID_INC_TAX >= +00001.79"
3636,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_MODE_SK , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW <= 6 AND TPCDS.CATALOG_SALES.CS_NET_PAID_INC_TAX <= +03932.33"
3778,"SELECT TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP_TAX , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_CALL_CENTER_SK <= 6 AND TPCDS.DATE_DIM2.D_SAME_DAY_LY >= 2414746"
3868,"SELECT TPCDS.CATALOG_SALES.CS_SALES_PRICE , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR <= 2021 AND TPCDS.CATALOG_SALES.CS_BILL_CUSTOMER_SK >= 14187"
3873,"SELECT TPCDS.DATE_DIM2.D_MOY , TPCDS.CATALOG_SALES.CS_NET_PAID FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_WHOLESALE_COST >= +00017.27 AND TPCDS.CATALOG_SALES.CS_PROMO_SK >= 14"
3902,"SELECT TPCDS.CATALOG_SALES.CS_WHOLESALE_COST , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_WEEK_SEQ >= 5025 AND TPCDS.CATALOG_SALES.CS_SHIP_ADDR_SK >= 71"
3940,"SELECT TPCDS.CATALOG_SALES.CS_LIST_PRICE , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK <= 75016 AND TPCDS.CATALOG_SALES.CS_CALL_CENTER_SK >= 1"
4010,"SELECT TPCDS.CATALOG_SALES.CS_BILL_ADDR_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PROFIT <= +03205.85 AND TPCDS.CATALOG_SALES.CS_WHOLESALE_COST <= +00084.97"
4221,"SELECT TPCDS.CATALOG_SALES.CS_BILL_ADDR_SK , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK <= 67219 AND TPCDS.DATE_DIM2.D_MOY >= 1"
4243,"SELECT TPCDS.DATE_DIM2.D_FIRST_DOM , TPCDS.CATALOG_SALES.CS_BILL_HDEMO_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT >= +00169.20 AND TPCDS.DATE_DIM2.D_MOY <= 12"
4251,"SELECT TPCDS.CATALOG_SALES.CS_NET_PROFIT , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_BILL_HDEMO_SK >= 1 AND TPCDS.DATE_DIM2.D_YEAR <= 2029"
4417,"SELECT TPCDS.CATALOG_SALES.CS_BILL_CUSTOMER_SK , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_PROMO_SK <= 240 AND TPCDS.DATE_DIM2.D_SAME_DAY_LQ >= 2415148"
