EXPLAIN_REQUESTER,EXPLAIN_TIME,SOURCE_NAME,SOURCE_SCHEMA,SOURCE_VERSION,EXPLAIN_LEVEL,STMTNO,SECTNO,OPERATOR_ID,OPERATOR_TYPE,TOTAL_COST,IO_COST,CPU_COST,FIRST_ROW_COST,RE_TOTAL_COST,RE_IO_COST,RE_CPU_COST,COMM_COST,FIRST_COMM_COST,BUFFERS,REMOTE_TOTAL_COST,REMOTE_COMM_COST
SHAIKHQ ,2024-05-30-08.16.24.574183,SQLC2Q31,NULLID  ,,S,1,201,7,FETCH ,+1.59111843109131E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.57635040283203E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.20000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.24.574183,SQLC2Q31,NULLID  ,,S,1,201,8,IXSCAN,+8.36946582794189E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+3.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.25.771665,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+1.55353039550781E+003,-1.00000000000000E+000,-1.00000000000000E+000,+3.84092597961426E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.16000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.25.771665,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+1.55353039550781E+003,-1.00000000000000E+000,-1.00000000000000E+000,+3.84092597961426E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.16000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.25.771665,SQLC2Q31,NULLID  ,,S,1,201,3,FETCH ,+1.59322242736816E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.57813053131104E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.25.771665,SQLC2Q31,NULLID  ,,S,1,201,4,IXSCAN,+8.36946582794189E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.25.771665,SQLC2Q31,NULLID  ,,S,1,201,5,TBSCAN,+1.53759814453125E+003,-1.00000000000000E+000,-1.00000000000000E+000,+2.26279544830322E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.14000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.26.997895,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+5.17370947265625E+003,-1.00000000000000E+000,-1.00000000000000E+000,+5.17370947265625E+003,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.14000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.26.997895,SQLC2Q31,NULLID  ,,S,1,201,2,HSJOIN,+5.17370947265625E+003,-1.00000000000000E+000,-1.00000000000000E+000,+5.17370947265625E+003,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.14000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.26.997895,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+9.56385437011719E+002,-1.00000000000000E+000,-1.00000000000000E+000,+8.97760009765625E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.14000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.26.997895,SQLC2Q31,NULLID  ,,S,1,201,4,TBSCAN,+4.03638159179688E+003,-1.00000000000000E+000,-1.00000000000000E+000,+8.11694526672363E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.56000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.29.218127,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+7.95037578125000E+004,-1.00000000000000E+000,-1.00000000000000E+000,+7.95037578125000E+004,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.56000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.29.218127,SQLC2Q31,NULLID  ,,S,1,201,2,HSJOIN,+7.95037578125000E+004,-1.00000000000000E+000,-1.00000000000000E+000,+7.95037578125000E+004,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.56000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.29.218127,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+2.32732861328125E+003,-1.00000000000000E+000,-1.00000000000000E+000,+7.47431945800781E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.56000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.29.218127,SQLC2Q31,NULLID  ,,S,1,201,4,TBSCAN,+7.64516328125000E+004,-1.00000000000000E+000,-1.00000000000000E+000,+1.19843635559082E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.58540000000000E+004,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.30.336768,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+1.46039077758789E+002,-1.00000000000000E+000,-1.00000000000000E+000,+2.59963111877441E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+4.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.30.336768,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+1.46039077758789E+002,-1.00000000000000E+000,-1.00000000000000E+000,+2.59963111877441E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+4.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.30.336768,SQLC2Q31,NULLID  ,,S,1,201,3,FETCH ,+1.53541193008423E+001,-1.00000000000000E+000,-1.00000000000000E+000,+9.03971958160400E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.30.336768,SQLC2Q31,NULLID  ,,S,1,201,4,IXSCAN,+5.72871971130371E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.59832000732422E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.30.336768,SQLC2Q31,NULLID  ,,S,1,201,5,FETCH ,+1.59280023574829E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.58067169189453E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.30.336768,SQLC2Q31,NULLID  ,,S,1,201,6,IXSCAN,+8.36946582794189E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.32.104983,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+2.66160566406250E+004,-1.00000000000000E+000,-1.00000000000000E+000,+6.83822851562500E+003,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+7.92200000000000E+003,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.32.104983,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+2.66160566406250E+004,-1.00000000000000E+000,-1.00000000000000E+000,+6.83822851562500E+003,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+7.92200000000000E+003,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.32.104983,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+2.65763945312500E+004,-1.00000000000000E+000,-1.00000000000000E+000,+6.82231298828125E+003,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+7.91800000000000E+003,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.32.104983,SQLC2Q31,NULLID  ,,S,1,201,4,FETCH ,+1.02749426269531E+003,-1.00000000000000E+000,-1.00000000000000E+000,+1.59153223037720E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.10000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.32.104983,SQLC2Q31,NULLID  ,,S,1,201,5,IXSCAN,+8.86674041748047E+001,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+3.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.33.457497,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+2.81840648651123E+001,-1.00000000000000E+000,-1.00000000000000E+000,+2.58495864868164E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+4.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.33.457497,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+2.81840648651123E+001,-1.00000000000000E+000,-1.00000000000000E+000,+2.58495864868164E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+4.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.33.457497,SQLC2Q31,NULLID  ,,S,1,201,3,FETCH ,+1.03750000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.00682802200317E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.33.457497,SQLC2Q31,NULLID  ,,S,1,201,4,IXSCAN,+2.55419993400574E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.07231998443604E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.33.457497,SQLC2Q31,NULLID  ,,S,1,201,5,FETCH ,+1.59428310394287E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.57813053131104E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.33.457497,SQLC2Q31,NULLID  ,,S,1,201,6,IXSCAN,+8.39086627960205E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.37326622009277E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.41.437067,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+1.07536156250000E+005,-1.00000000000000E+000,-1.00000000000000E+000,+1.07536156250000E+005,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.58540000000000E+004,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.41.437067,SQLC2Q31,NULLID  ,,S,1,201,2,HSJOIN,+1.07536156250000E+005,-1.00000000000000E+000,-1.00000000000000E+000,+1.07536156250000E+005,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.58540000000000E+004,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.41.437067,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+9.98882187500000E+004,-1.00000000000000E+000,-1.00000000000000E+000,+7.64305210113525E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.58540000000000E+004,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.41.437067,SQLC2Q31,NULLID  ,,S,1,201,4,TBSCAN,+2.57998095703125E+003,-1.00000000000000E+000,-1.00000000000000E+000,+7.47431945800781E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.56000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.46.605880,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+6.43115195312500E+004,-1.00000000000000E+000,-1.00000000000000E+000,+6.43115195312500E+004,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+7.91800000000000E+003,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.46.605880,SQLC2Q31,NULLID  ,,S,1,201,2,HSJOIN,+6.43115195312500E+004,-1.00000000000000E+000,-1.00000000000000E+000,+6.43115195312500E+004,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+7.91800000000000E+003,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.46.605880,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+5.85017539062500E+004,-1.00000000000000E+000,-1.00000000000000E+000,+7.64598035812378E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+7.91800000000000E+003,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.46.605880,SQLC2Q31,NULLID  ,,S,1,201,4,TBSCAN,+2.57998095703125E+003,-1.00000000000000E+000,-1.00000000000000E+000,+7.47431945800781E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.56000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.47.808299,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+1.40520843505859E+002,-1.00000000000000E+000,-1.00000000000000E+000,+2.87165718078613E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.47.808299,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+1.40520843505859E+002,-1.00000000000000E+000,-1.00000000000000E+000,+2.87165718078613E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.47.808299,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+6.46015930175781E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.02440710067749E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+5.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.47.808299,SQLC2Q31,NULLID  ,,S,1,201,4,FETCH ,+3.64997596740723E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.84724998474121E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+3.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.47.808299,SQLC2Q31,NULLID  ,,S,1,201,5,IXSCAN,+1.27308435440063E+001,-1.00000000000000E+000,-1.00000000000000E+000,+8.37326622009277E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.48.945099,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+1.24601860046387E+002,-1.00000000000000E+000,-1.00000000000000E+000,+2.89954414367676E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.50000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.48.945099,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+1.24601860046387E+002,-1.00000000000000E+000,-1.00000000000000E+000,+2.89954414367676E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.50000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.48.945099,SQLC2Q31,NULLID  ,,S,1,201,3,FETCH ,+1.27309188842773E+001,-1.00000000000000E+000,-1.00000000000000E+000,+9.30241298675537E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.48.945099,SQLC2Q31,NULLID  ,,S,1,201,4,IXSCAN,+3.66351985931396E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.59832000732422E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.48.945099,SQLC2Q31,NULLID  ,,S,1,201,5,FETCH ,+1.59088525772095E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.57813053131104E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.20000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.48.945099,SQLC2Q31,NULLID  ,,S,1,201,6,IXSCAN,+8.36946582794189E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+3.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.16.50.151134,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+7.52315521240234E+001,-1.00000000000000E+000,-1.00000000000000E+000,+2.58474903106689E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+4.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
