12,*LOCAL.shaikhq.240530151621,88,1,2024-05-30-08.16.46.605880,"SELECT TPCDS.WEB_SALES.WS_EXT_WHOLESALE_COST , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_WAREHOUSE_SK <= 2 AND TPCDS.WEB_SALES.WS_SALES_PRICE <= +00273.34"
13,*LOCAL.shaikhq.240530151621,96,1,2024-05-30-08.16.47.808299,"SELECT TPCDS.PROMOTION.P_RESPONSE_TARGET , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.PROMOTION INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.PROMOTION.P_END_DATE_SK WHERE TPCDS.PROMOTION.P_END_DATE_SK <= 2450281 AND TPCDS.DATE_DIM2.D_DOM = 7"
14,*LOCAL.shaikhq.240530151621,104,1,2024-05-30-08.16.48.945099,"SELECT TPCDS.DATE_DIM2.D_DOM , TPCDS.WEB_SITE.WEB_COMPANY_ID FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SITE ON TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.WEB_SITE.WEB_TAX_PERCENTAGE <= +000.04 AND TPCDS.DATE_DIM2.D_FIRST_DOM <= 2469928"
15,*LOCAL.shaikhq.240530151621,112,1,2024-05-30-08.16.50.151134,"SELECT TPCDS.WEB_PAGE.WP_IMAGE_COUNT , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.WEB_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK WHERE TPCDS.DATE_DIM2.D_QUARTER_SEQ <= 620 AND TPCDS.WEB_PAGE.WP_CUSTOMER_SK >= 1898"
16,*LOCAL.shaikhq.240530151621,120,1,2024-05-30-08.16.51.240800,"SELECT TPCDS.STORE.S_NUMBER_EMPLOYEES , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.STORE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.STORE.S_CLOSED_DATE_SK WHERE TPCDS.STORE.S_COMPANY_ID >= 1 AND TPCDS.STORE.S_GMT_OFFSET = -005.00"
17,*LOCAL.shaikhq.240530151621,128,1,2024-05-30-08.16.52.283196,"SELECT TPCDS.PROMOTION.P_END_DATE_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.PROMOTION INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.PROMOTION.P_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_SAME_DAY_LQ >= 2414988 AND TPCDS.PROMOTION.P_START_DATE_SK <= 2450177"
18,*LOCAL.shaikhq.240530151621,136,1,2024-05-30-08.17.04.144981,"SELECT TPCDS.CATALOG_SALES.CS_BILL_CDEMO_SK , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_WHOLESALE_COST <= +00058.98 AND TPCDS.CATALOG_SALES.CS_EXT_SHIP_COST >= +00000.00"
19,*LOCAL.shaikhq.240530151621,144,1,2024-05-30-08.17.05.609356,"SELECT TPCDS.CATALOG_SALES.CS_EXT_LIST_PRICE , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP <= +00398.86 AND TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT = +00285.89"
20,*LOCAL.shaikhq.240530151621,152,1,2024-05-30-08.17.07.664614,"SELECT TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_ORDER_NUMBER <= 17341 AND TPCDS.WEB_SALES.WS_ITEM_SK <= 4861"
21,*LOCAL.shaikhq.240530151621,160,1,2024-05-30-08.17.08.944737,"SELECT TPCDS.CATALOG_SALES.CS_BILL_CDEMO_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_COUPON_AMT <= +15288.67 AND TPCDS.CATALOG_SALES.CS_BILL_CDEMO_SK = 1011588"
22,*LOCAL.shaikhq.240530151621,168,1,2024-05-30-08.17.10.095768,"SELECT TPCDS.CUSTOMER.C_CURRENT_CDEMO_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_CURRENT_HDEMO_SK >= 2342 AND TPCDS.CUSTOMER.C_BIRTH_YEAR = 1927"
23,*LOCAL.shaikhq.240530151621,176,1,2024-05-30-08.17.11.240888,"SELECT TPCDS.DATE_DIM2.D_YEAR , TPCDS.PROMOTION.P_COST FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.PROMOTION ON TPCDS.PROMOTION.P_END_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.DATE_DIM2.D_SAME_DAY_LY <= 2453984 AND TPCDS.PROMOTION.P_START_DATE_SK >= 2450745"
24,*LOCAL.shaikhq.240530151621,184,1,2024-05-30-08.17.12.442296,"SELECT TPCDS.PROMOTION.P_END_DATE_SK , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.PROMOTION INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.PROMOTION.P_END_DATE_SK WHERE TPCDS.PROMOTION.P_START_DATE_SK = 2450299 AND TPCDS.DATE_DIM2.D_YEAR >= 1900"
25,*LOCAL.shaikhq.240530151621,192,1,2024-05-30-08.17.13.777854,"SELECT TPCDS.CATALOG_SALES.CS_NET_PAID_INC_TAX , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY >= 5 AND TPCDS.CATALOG_SALES.CS_LIST_PRICE = +00047.97"
26,*LOCAL.shaikhq.240530151621,200,1,2024-05-30-08.17.14.922733,"SELECT TPCDS.WEB_SITE.WEB_OPEN_DATE_SK , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_COMPANY_ID >= 2 AND TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK <= 2446978"
27,*LOCAL.shaikhq.240530151621,208,1,2024-05-30-08.17.19.736953,"SELECT TPCDS.CATALOG_SALES.CS_ITEM_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_BILL_HDEMO_SK >= 4646 AND TPCDS.CATALOG_SALES.CS_WHOLESALE_COST >= +00050.92"
28,*LOCAL.shaikhq.240530151621,216,1,2024-05-30-08.17.21.110711,"SELECT TPCDS.WEB_SALES.WS_EXT_TAX , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SOLD_DATE_SK >= 2451124 AND TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX >= +29649.44"
29,*LOCAL.shaikhq.240530151621,224,1,2024-05-30-08.17.29.908317,"SELECT TPCDS.CATALOG_SALES.CS_CALL_CENTER_SK , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_BILL_ADDR_SK <= 21044 AND TPCDS.DATE_DIM2.D_DATE_SK <= 2480381"
30,*LOCAL.shaikhq.240530151621,232,1,2024-05-30-08.17.31.018345,"SELECT TPCDS.WEB_SITE.WEB_MKT_ID , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_COMPANY_ID >= 4 AND TPCDS.DATE_DIM2.D_LAST_DOM >= 2427073"
31,*LOCAL.shaikhq.240530151621,240,1,2024-05-30-08.17.32.119984,"SELECT TPCDS.STORE.S_CLOSED_DATE_SK , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.STORE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.STORE.S_CLOSED_DATE_SK WHERE TPCDS.STORE.S_COMPANY_ID = 1 AND TPCDS.STORE.S_GMT_OFFSET <= -005.00"
32,*LOCAL.shaikhq.240530151621,248,1,2024-05-30-08.17.33.366326,"SELECT TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_BIRTH_DAY <= 23 AND TPCDS.CUSTOMER.C_CURRENT_ADDR_SK = 18984"
33,*LOCAL.shaikhq.240530151621,256,1,2024-05-30-08.17.34.551617,"SELECT TPCDS.WEB_SITE.WEB_GMT_OFFSET , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK >= 2448922 AND TPCDS.WEB_SITE.WEB_COMPANY_ID <= 4"
34,*LOCAL.shaikhq.240530151621,264,1,2024-05-30-08.17.35.761798,"SELECT TPCDS.WEB_PAGE.WP_CHAR_COUNT , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.WEB_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK WHERE TPCDS.WEB_PAGE.WP_LINK_COUNT <= 9 AND TPCDS.WEB_PAGE.WP_IMAGE_COUNT >= 2"
35,*LOCAL.shaikhq.240530151621,272,1,2024-05-30-08.17.37.069924,"SELECT TPCDS.WEB_PAGE.WP_LINK_COUNT , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.WEB_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK WHERE TPCDS.WEB_PAGE.WP_WEB_PAGE_SK <= 51 AND TPCDS.DATE_DIM2.D_MOY <= 12"
36,*LOCAL.shaikhq.240530151621,280,1,2024-05-30-08.17.38.276607,"SELECT TPCDS.STORE.S_MARKET_ID , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.STORE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.STORE.S_CLOSED_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW = 2 AND TPCDS.DATE_DIM2.D_FY_WEEK_SEQ >= 1721"
37,*LOCAL.shaikhq.240530151621,288,1,2024-05-30-08.17.39.414921,"SELECT TPCDS.STORE.S_FLOOR_SPACE , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.STORE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.STORE.S_CLOSED_DATE_SK WHERE TPCDS.STORE.S_STORE_SK = 5 AND TPCDS.STORE.S_GMT_OFFSET <= -005.00"
38,*LOCAL.shaikhq.240530151621,296,1,2024-05-30-08.17.40.750223,"SELECT TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_ORDER_NUMBER >= 17341 AND TPCDS.WEB_SALES.WS_BILL_CDEMO_SK = 60965"
39,*LOCAL.shaikhq.240530151621,304,1,2024-05-30-08.17.42.078888,"SELECT TPCDS.CUSTOMER.C_CURRENT_ADDR_SK , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_BIRTH_YEAR = 1978 AND TPCDS.DATE_DIM2.D_DOM <= 27"
40,*LOCAL.shaikhq.240530151621,312,1,2024-05-30-08.17.43.288908,"SELECT TPCDS.STORE.S_COMPANY_ID , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.STORE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.STORE.S_CLOSED_DATE_SK WHERE TPCDS.DATE_DIM2.D_FIRST_DOM <= 2469928 AND TPCDS.STORE.S_GMT_OFFSET <= -005.00"
41,*LOCAL.shaikhq.240530151621,320,1,2024-05-30-08.17.44.609797,"SELECT TPCDS.CATALOG_PAGE.CP_START_DATE_SK , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.CATALOG_PAGE.CP_START_DATE_SK = 2451180 AND TPCDS.DATE_DIM2.D_SAME_DAY_LQ >= 2415150"
42,*LOCAL.shaikhq.240530151621,328,1,2024-05-30-08.17.53.458930,"SELECT TPCDS.WEB_SALES.WS_WEB_PAGE_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_BILL_CUSTOMER_SK >= 16164 AND TPCDS.DATE_DIM2.D_FIRST_DOM >= 2446279"
43,*LOCAL.shaikhq.240530151621,336,1,2024-05-30-08.17.54.662448,"SELECT TPCDS.WEB_PAGE.WP_LINK_COUNT , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.WEB_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK WHERE TPCDS.WEB_PAGE.WP_CHAR_COUNT <= 3128 AND TPCDS.WEB_PAGE.WP_WEB_PAGE_SK >= 47"
44,*LOCAL.shaikhq.240530151621,344,1,2024-05-30-08.17.56.841628,"SELECT TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM <= 27 AND TPCDS.CUSTOMER.C_CUSTOMER_SK <= 84304"
45,*LOCAL.shaikhq.240530151621,352,1,2024-05-30-08.17.58.173313,"SELECT TPCDS.WEB_SALES.WS_SHIP_CDEMO_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_BILL_CUSTOMER_SK = 90979 AND TPCDS.DATE_DIM2.D_DOW = 4"
46,*LOCAL.shaikhq.240530151621,360,1,2024-05-30-08.17.59.870413,"SELECT TPCDS.WEB_SALES.WS_QUANTITY , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW = 4 AND TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX <= +01352.82"
47,*LOCAL.shaikhq.240530151621,368,1,2024-05-30-08.18.00.962307,"SELECT TPCDS.WEB_SITE.WEB_MKT_ID , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_TAX_PERCENTAGE = +000.00 AND TPCDS.DATE_DIM2.D_LAST_DOM >= 2438761"
48,*LOCAL.shaikhq.240530151621,376,1,2024-05-30-08.18.08.924468,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_QUARTER_SEQ >= 200 AND TPCDS.CATALOG_SALES.CS_ORDER_NUMBER <= 56843"
49,*LOCAL.shaikhq.240530151621,384,1,2024-05-30-08.18.10.040825,"SELECT TPCDS.DATE_DIM2.D_QOY , TPCDS.WEB_SITE.WEB_MKT_ID FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SITE ON TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.WEB_SITE.WEB_OPEN_DATE_SK >= 2450603 AND TPCDS.WEB_SITE.WEB_COMPANY_ID = 6"
50,*LOCAL.shaikhq.240530151621,392,1,2024-05-30-08.18.11.368987,"SELECT TPCDS.CUSTOMER.C_BIRTH_MONTH , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM <= 5 AND TPCDS.DATE_DIM2.D_DATE_SK <= 2457313"
51,*LOCAL.shaikhq.240530151621,400,1,2024-05-30-08.18.13.667015,"SELECT TPCDS.WEB_SALES.WS_EXT_SALES_PRICE , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_NET_PAID <= +01358.11 AND TPCDS.WEB_SALES.WS_WAREHOUSE_SK <= 1"
52,*LOCAL.shaikhq.240530151621,408,1,2024-05-30-08.18.15.713591,"SELECT TPCDS.CATALOG_SALES.CS_SALES_PRICE , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_SHIP_COST <= +00017.76 AND TPCDS.DATE_DIM2.D_MOY <= 8"
54,*LOCAL.shaikhq.240530151621,420,1,2024-05-30-08.18.27.491900,"SELECT TPCDS.CUSTOMER.C_CUSTOMER_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ >= 343 AND TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK = 2452206"
55,*LOCAL.shaikhq.240530151621,428,1,2024-05-30-08.18.28.825123,"SELECT TPCDS.DATE_DIM2.D_MOY , TPCDS.WEB_SALES.WS_BILL_CDEMO_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SALES ON TPCDS.WEB_SALES.WS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.WEB_SALES.WS_BILL_HDEMO_SK >= 2741 AND TPCDS.WEB_SALES.WS_EXT_LIST_PRICE = +00037.90"
